1340,1190,915,1140,973,968,1420,1520,1180,1590,1390,440,1660,614,1700,1460,1120,1280,868,727,1220,1140,1180,1270,1440
1340,1150,900,1090,933,943,1420,1510,1140,1580,1340,441,1620,686,1680,1460,1420,1260,844,706,1180,1130,1150,1670,1500
1370,1110,900,1040,901,918,1490,1500,1120,1550,1280,561,1620,949,1670,1460,1500,1260,826,680,1140,1100,1150,1600,1490
1410,1090,885,1010,873,892,1470,1480,1110,1530,1240,507,1610,940,1640,1460,1490,1260,800,795,1110,1070,1490,1530,1450
1380,1080,870,970,854,857,1460,1490,1070,1450,1210,476,1590,863,1630,1430,1450,1260,775,764,1070,1020,1580,1500,1440
1370,1060,865,936,1110,819,1460,1490,1020,1360,1160,463,1570,1000,1620,1400,1400,1260,764,709,1050,988,1570,1490,1430
1390,1030,845,911,1230,804,1450,1490,991,1290,1120,455,1650,1240,1590,1370,1370,1260,756,759,1030,962,1560,1480,1430
1430,1000,835,887,1170,796,1450,1490,971,1230,1080,443,1880,1230,1580,1320,1350,1260,726,1030,962,1280,1550,1460,1430
1420,975,815,862,1120,770,1440,1490,951,1170,1340,426,1880,1140,1570,1270,1340,1260,705,1460,935,1370,1510,1450,1420
1420,965,805,839,1130,745,1440,1490,1000,1110,1590,408,1780,1450,1560,1230,1330,1260,685,1430,915,1260,1440,1450,1410
1430,940,785,820,1150,723,1430,1480,1840,1070,1560,403,1710,1560,1560,1190,1320,1260,686,1270,909,1150,1330,1450,1410
1420,915,780,800,1130,702,1420,1470,1860,1140,1530,399,1700,1560,1560,1160,1310,1260,655,1140,897,1080,1250,1450,1400
1410,900,775,779,1160,680,1420,1450,1770,1380,1530,395,1660,1560,1560,1100,1290,1260,631,1040,878,1010,1190,1450,1390
1380,890,755,758,1260,660,1420,1430,1650,1540,1500,391,1640,1550,1550,1050,1240,1260,616,990,861,985,1130,1430,1410
1380,870,750,735,1440,651,1420,1380,1500,1560,1460,390,1610,1480,1520,1020,1190,1260,615,936,845,1030,1110,1420,1800
1360,860,735,713,1420,642,1420,1350,1410,1550,1390,403,1580,1420,1490,997,1140,1250,609,885,843,1280,1060,1390,1910
1340,840,720,694,1400,633,1420,1320,1520,1510,1330,487,1560,1410,1450,975,1080,1240,583,845,832,1540,1020,1350,1810
1340,825,700,674,1390,625,1420,1290,1540,1470,1230,452,1560,1740,1380,953,1060,1230,574,829,795,1560,989,1300,1710
1360,810,695,652,1380,616,1380,1260,1520,1420,1170,574,1560,1740,1320,932,1030,1220,562,805,775,1580,957,1250,1660
1400,880,695,638,1370,607,1360,1220,1470,1360,1110,537,1560,1760,1280,912,958,1210,548,828,760,1590,927,1200,1630
1420,1090,745,626,1360,599,1360,1190,1370,1270,1070,493,1550,1750,1240,883,918,1190,533,859,749,1590,888,1170,1590
1410,1160,805,612,1350,586,1340,1180,1290,1210,1010,465,1540,1680,1210,850,899,1160,517,835,741,1590,852,1140,1550
1400,1190,785,610,1330,573,1300,1150,1230,1160,963,449,1530,1630,1160,825,893,1130,499,810,730,1590,831,1120,1520
1510,1160,765,593,1290,560,1270,1120,1160,1100,931,422,1490,1610,1100,804,866,1120,491,785,715,1590,794,1070,1500
1510,1140,740,579,1230,547,1240,1100,1110,1050,892,398,1460,1590,1050,785,835,1100,483,765,700,1590,765,1040,1490
1520,1240,725,558,1170,535,1210,1060,1080,1000,856,561,1420,1570,1010,765,792,1040,482,753,681,1680,732,1020,1480
1470,1310,710,554,1300,524,1190,1040,1040,956,834,706,1400,1560,992,745,768,1020,476,741,672,1680,710,998,1460
1450,1290,820,552,1340,514,1230,1010,1010,939,799,837,1360,1560,981,729,751,998,469,715,663,1630,690,975,1450
1470,1250,850,543,1380,507,1230,990,985,1160,782,870,1280,1550,958,724,766,986,462,686,654,1590,676,960,1440
1460,1280,800,535,1470,500,1190,975,970,1110,767,755,1230,1500,916,676,804,964,454,662,645,1590,664,942,1440
1450,1300,765,521,1510,493,1160,969,955,1050,749,663,1190,1440,898,633,782,945,447,650,640,1590,659,922,1430
1430,1290,735,483,1460,486,1140,937,931,1110,725,591,1160,1350,891,713,749,925,441,638,640,1600,654,904,1430
1420,1260,700,472,1400,478,1120,901,908,1090,706,537,1110,1250,875,801,735,908,435,627,636,1620,649,892,1420
1410,1200,685,467,1390,471,1100,884,886,1020,683,486,1080,1190,887,739,729,875,430,605,627,1610,644,880,1400
1390,1150,725,461,1370,464,1080,871,864,973,657,462,1050,1170,881,699,838,858,430,595,619,1600,640,862,1360
1360,1110,725,456,1350,457,1040,868,839,924,646,452,1030,1120,848,676,1010,843,430,589,608,1590,639,844,1320
1340,1070,1120,452,1340,450,1010,850,814,894,639,443,1010,1070,887,653,984,828,424,575,581,1580,631,834,1270
1340,1030,1390,445,1340,443,1020,828,795,870,625,418,995,1030,893,634,908,813,398,562,573,1560,620,826,1220
1320,1000,1370,413,1330,436,1060,805,779,839,616,400,970,991,875,600,852,804,398,551,573,1570,607,812,1170
1320,975,1350,403,1300,428,1050,779,769,821,608,414,904,957,846,575,820,793,398,550,573,1590,568,817,1140
1320,960,1300,403,1240,421,1030,761,758,797,593,435,922,923,812,568,797,744,398,550,573,1570,526,849,1110
1330,985,1220,403,1160,431,1010,743,734,795,591,407,1140,891,780,559,736,736,396,550,571,1550,516,815,1090
1340,965,1110,446,1090,430,1000,726,722,795,673,390,1130,865,750,546,715,738,387,550,565,1530,502,790,1110
1340,945,1030,520,1060,405,1090,710,705,777,637,376,988,839,735,546,700,737,381,530,559,1520,484,774,1030
1340,910,965,474,1020,388,1100,695,673,753,589,361,926,816,724,542,688,748,381,528,553,1520,485,766,985
1340,885,910,443,972,371,1080,679,659,735,569,348,891,796,711,527,678,976,381,515,547,1520,473,756,969
1340,870,870,420,930,356,1050,684,638,711,558,340,866,776,697,514,658,977,380,498,541,1520,453,741,959
1340,855,845,405,901,383,1030,694,630,696,573,333,840,756,683,506,636,1160,376,490,536,1530,442,722,940
1330,840,820,390,892,390,1010,688,621,686,572,332,818,736,669,505,621,1110,373,475,530,1550,441,707,909
1430,830,795,376,865,390,988,648,611,670,562,340,801,716,656,505,607,1010,370,463,524,1540,453,692,888
1460,810,775,365,838,390,968,638,597,650,548,336,784,701,643,496,586,920,367,463,516,1530,475,677,871
1420,790,750,356,812,389,948,637,581,673,541,325,767,690,630,483,648,879,361,463,506,1520,452,663,849
1410,780,735,355,786,384,927,615,557,1000,530,325,750,680,618,469,658,837,354,463,482,1520,429,647,840
1380,755,720,351,760,377,907,610,554,1080,511,325,735,669,605,464,613,820,353,463,472,1520,424,623,833
1380,750,700,346,735,370,889,610,554,1080,497,325,729,658,594,448,587,797,353,454,463,1520,662,599,827
1380,730,680,340,710,365,878,606,554,1010,481,324,721,649,582,453,575,785,352,440,460,1520,811,591,807
1380,715,665,335,685,365,867,598,520,936,476,315,711,639,570,460,564,766,349,438,451,1520,688,579,793
1380,705,650,341,665,365,857,590,468,868,469,310,699,629,558,454,550,747,341,435,442,1520,600,566,778
1360,695,640,348,655,365,849,581,452,830,459,308,685,618,548,435,538,730,334,433,433,1520,557,558,766
1350,695,640,320,645,362,823,567,451,795,457,299,670,607,546,425,530,715,326,431,425,1490,529,542,751
1340,690,685,309,632,354,818,572,451,765,451,292,657,594,544,425,523,696,318,428,416,1460,500,531,737
1340,670,685,309,610,348,789,582,451,737,444,286,646,580,539,425,547,682,310,426,408,1430,484,525,718
1320,665,645,309,591,361,783,582,451,713,449,281,638,567,533,425,567,668,303,423,402,1380,542,518,695
1280,665,610,309,571,345,767,578,451,689,440,280,630,554,527,425,545,655,299,420,401,1330,563,517,675
1230,655,585,309,554,341,751,566,450,669,433,280,625,550,521,419,522,642,299,384,401,1270,566,516,646
1180,645,935,295,542,338,748,554,438,653,423,280,621,550,515,408,506,630,299,378,401,1200,516,502,627
1140,625,1260,287,531,334,739,540,427,644,459,280,618,542,509,405,490,618,296,365,401,1130,484,489,617
1100,610,1150,287,520,331,729,529,419,625,813,280,614,532,503,405,514,606,290,364,393,1090,482,478,603
1050,610,1160,282,508,328,721,528,411,600,822,275,611,526,495,401,536,594,292,364,394,1070,465,467,586
1020,595,1280,276,497,324,717,528,404,589,704,266,604,505,488,389,532,584,290,357,394,1030,446,458,573
1000,580,1300,271,486,319,693,528,403,588,626,265,580,496,480,387,513,574,285,347,387,980,438,449,559
975,580,1260,266,476,313,673,511,403,572,590,265,567,487,472,387,492,564,283,338,380,950,433,443,547
950,565,1180,265,469,307,680,501,403,567,562,265,562,477,466,387,479,555,280,329,372,922,429,438,529
930,550,1080,265,462,301,747,478,400,560,523,266,558,476,465,380,467,547,277,328,373,892,425,441,519
905,540,1000,265,454,296,945,481,389,553,503,391,554,474,464,369,455,539,274,326,477,863,420,444,511
895,530,935,264,447,290,1560,508,357,538,488,338,550,471,459,368,444,526,273,321,443,834,409,492,537
875,530,895,260,440,285,1570,500,357,523,474,288,548,468,452,366,433,513,273,317,399,808,396,471,542
865,520,860,255,433,282,1460,475,357,514,460,320,534,464,446,357,426,504,273,313,382,787,384,438,515
845,510,895,250,427,279,1330,466,357,506,454,322,519,461,440,350,419,509,273,310,371,769,378,416,497
840,500,800,245,422,276,1160,476,351,495,449,292,510,451,435,350,409,493,273,310,362,764,373,408,483
840,487,770,242,418,273,1070,455,341,486,444,277,504,440,430,349,398,485,273,310,353,747,368,402,471
840,477,745,239,413,270,1030,439,340,479,438,264,498,440,426,340,398,471,272,310,346,740,375,398,497
820,469,715,236,409,268,992,550,347,476,430,252,493,440,425,332,390,464,270,310,348,740,383,391,486
810,462,690,233,405,276,966,568,370,470,423,250,487,440,421,332,367,461,267,310,364,732,383,389,471
805,450,665,230,403,282,948,515,369,462,409,250,482,440,416,328,365,456,264,306,364,714,383,378,453
795,438,645,228,387,279,931,475,365,451,403,249,488,440,410,316,365,452,262,302,350,696,383,375,441
785,427,630,225,379,276,900,452,360,440,399,245,494,435,406,352,365,447,260,296,340,679,383,365,442
780,418,610,222,378,273,872,450,356,440,396,239,477,423,405,328,357,443,260,299,336,666,383,363,425
760,433,600,219,374,270,843,430,350,440,392,237,475,419,405,313,353,439,259,303,331,665,383,370,414
745,500,580,216,369,267,810,427,344,440,381,237,459,415,405,324,353,434,256,306,326,665,383,355,407
740,449,565,213,364,265,785,427,358,440,385,237,458,411,403,345,353,431,252,304,320,664,374,347,401
725,462,555,211,359,262,785,427,370,440,377,237,458,407,397,339,353,430,250,294,314,613,348,347,396
720,468,540,208,354,259,784,427,353,431,370,237,458,403,392,334,353,430,248,294,309,603,345,345,387
700,446,525,206,348,256,757,414,376,416,366,232,442,397,386,348,348,430,245,294,305,596,345,338,380
710,428,525,210,341,253,766,396,440,408,361,226,435,391,379,334,340,430,243,293,301,595,345,330,374
700,420,515,215,334,250,778,399,452,407,356,224,431,390,373,326,340,430,240,290,297,594,345,322,365
680,403,505,220,363,247,767,403,422,407,349,224,427,390,368,319,340,419,240,287,294,587,345,318,375
665,390,510,224,397,245,755,403,399,399,342,219,429,390,368,338,340,407,240,283,294,579,345,313,401
665,379,505,219,363,245,724,403,453,390,340,211,423,390,368,284,347,401,240,279,294,573,343,319,385
645,378,500,212,355,245,720,403,436,390,332,211,433,389,374,279,347,395,240,278,294,573,338,319,355
640,367,485,206,355,245,711,402,418,390,325,211,431,378,385,279,329,390,240,278,294,573,333,313,345
625,379,477,205,355,245,705,383,406,395,325,232,423,380,375,279,334,384,240,278,287,573,350,306,341
610,379,474,205,355,245,827,379,396,407,325,362,423,382,368,279,351,381,240,278,278,573,384,297,340
600,390,462,205,355,245,996,379,385,393,325,407,428,389,361,279,340,387,240,314,278,560,338,292,329
595,441,451,205,353,275,1510,379,375,384,325,339,451,390,350,279,333,386,240,297,278,598,328,290,323
580,408,449,241,342,279,1520,361,367,373,318,315,431,385,350,279,324,374,231,436,278,510,322,292,313
580,389,431,249,332,291,1390,355,358,373,310,467,423,373,350,279,323,365,230,364,278,542,317,300,280
555,378,418,212,331,319,1240,355,349,361,310,782,422,373,350,273,320,431,230,327,278,514,312,308,240
530,365,407,298,349,288,1150,355,341,345,310,655,415,373,340,263,316,412,230,309,278,484,307,325,244
515,355,403,414,352,279,1080,345,340,340,310,547,397,373,332,263,312,381,230,304,277,475,302,300,241
510,355,401,334,343,267,1030,340,340,340,305,459,390,373,332,263,302,366,229,297,271,465,298,286,239
479,362,389,308,335,264,975,350,340,347,295,691,390,373,332,263,295,365,227,291,264,454,294,285,237
477,408,379,446,447,259,958,370,337,347,288,1630,390,373,332,263,285,365,226,284,261,444,294,285,234
468,610,379,424,475,252,933,386,326,338,280,1530,384,365,325,263,285,360,224,278,261,433,294,403,251
464,605,404,371,428,250,892,346,325,351,280,1510,373,357,313,263,285,354,223,278,261,436,298,546,240
570,560,360,315,395,551,862,346,325,331,288,1450,381,356,313,263,283,351,221,278,261,767,769,425,232
560,690,352,295,381,781,825,334,325,325,288,1290,434,353,313,263,279,349,232,278,261,834,730,378,262
505,795,343,283,399,653,799,323,319,321,282,1110,405,350,313,263,275,346,248,278,269,743,530,357,334
477,660,338,274,421,1560,785,314,311,311,280,996,385,347,313,263,271,344,227,278,284,631,774,618,1110
463,580,331,265,483,1600,774,304,310,303,279,897,375,343,313,263,267,342,220,278,292,562,1500,1160,1380
451,540,331,254,1430,1510,753,294,310,296,276,802,373,341,313,263,263,340,219,278,279,534,1410,1450,1330
440,500,326,233,1700,1520,736,285,310,295,273,738,373,347,313,263,263,340,217,278,270,518,1230,1350,1200
428,461,314,225,1620,1510,722,275,301,295,269,692,377,494,303,263,268,340,215,268,261,504,988,1590,1010
427,432,325,229,1560,1480,715,275,295,295,269,658,390,673,292,263,260,338,213,261,261,496,867,1500,886
421,425,338,404,1530,1450,682,287,295,295,327,623,384,822,289,263,260,327,213,261,261,488,788,1460,1010
427,395,317,658,1520,1420,678,287,297,295,288,618,370,1290,287,256,260,326,213,261,257,480,711,1440,1400
407,377,474,847,1500,1420,655,287,307,295,276,1510,363,1150,284,246,260,326,213,261,252,472,665,1420,1390
403,367,840,797,1470,1420,637,287,299,295,275,1520,356,965,281,255,260,326,213,261,248,475,647,1390,1380
403,358,715,661,1410,1420,618,287,289,295,300,1450,349,854,279,254,260,326,212,267,272,529,1490,1380,1350
403,355,575,578,1330,1410,602,268,281,295,397,1420,343,819,279,255,260,323,208,282,279,501,1740,1580,1270
397,355,473,518,1240,1370,598,265,278,292,440,1310,340,848,279,276,260,313,205,287,267,481,1770,1590,1190
382,346,433,465,1180,1300,589,265,276,285,353,1330,339,1050,279,262,261,313,204,274,742,434,1690,1500,1240
379,335,408,421,1090,1260,589,265,274,278,758,1530,337,1080,279,257,281,313,203,265,1450,421,1630,1490,1300
379,326,389,660,1040,1220,580,265,271,271,1160,1460,334,1070,279,252,282,313,203,261,1160,420,1600,1480,1250
367,320,373,1340,994,1180,570,265,269,265,1160,1440,331,1000,279,248,273,313,202,261,981,402,1590,1470,1160
355,309,359,1280,965,1180,558,265,267,263,1140,1440,328,922,265,246,270,337,201,261,1460,401,1590,1460,1080
355,309,339,1220,1010,1180,546,265,259,261,901,1430,325,846,263,246,263,351,201,476,1500,401,1670,1440,1010
346,305,331,1100,1020,1430,540,264,250,259,818,1370,324,1100,263,246,260,340,200,468,1260,401,1860,1420,923
335,298,725,964,988,1530,525,252,250,256,1110,1290,321,1500,263,246,260,345,200,374,1090,401,1750,1400,849
338,291,1380,884,953,1500,512,311,250,254,1270,1200,319,1700,263,246,260,359,200,345,949,403,1690,1350,799
342,287,1330,812,919,1500,495,322,299,252,1340,1120,317,1650,263,246,267,353,200,341,873,421,1640,1290,942
331,287,1210,742,892,1490,502,283,323,250,1190,1090,314,1660,263,238,338,353,199,326,1210,457,1610,1220,1560
331,287,1120,683,876,1450,520,267,286,250,1010,1100,312,1700,262,230,431,346,195,319,1670,520,1770,1170,1480
320,276,1050,695,849,1420,622,265,279,250,869,1380,310,1670,260,230,443,340,200,312,1630,539,1820,1130,1420
320,286,970,705,821,1420,618,258,274,250,785,1520,303,1600,257,230,448,330,212,305,1590,506,1800,1100,1400
320,287,895,716,793,1420,592,257,268,250,717,1520,296,1550,254,230,456,340,203,298,1520,973,1750,1060,1370
319,335,830,708,766,1420,594,251,336,252,665,1510,295,1530,251,230,877,581,200,284,1400,1550,1690,1030,1350
311,1130,785,680,740,1440,553,245,656,307,634,1490,295,1530,248,235,1390,1350,200,288,1570,1440,1660,999,1330
309,1300,770,646,717,1540,538,245,878,355,622,1460,295,1530,246,245,1340,1300,200,297,1560,1230,1630,962,1280
409,1260,1330,613,703,1510,527,245,1050,362,582,1610,397,1520,246,246,1310,1260,200,308,1530,1080,1600,928,1200
390,1170,1390,600,711,1500,514,241,1710,331,548,1660,1290,1490,246,246,1220,1280,200,303,1550,946,1580,899,1120
337,1030,1350,571,698,1480,501,235,1630,311,531,1610,1340,1420,246,246,1070,1260,195,301,1580,870,1560,877,1050
311,915,1350,543,753,1450,491,232,1690,471,505,1570,1280,1320,246,246,942,1260,195,327,1560,973,1540,855,995
304,840,1340,516,1720,1440,490,237,1700,1530,479,1580,1200,1220,246,246,876,1250,195,542,1500,1520,1530,835,921
298,755,1330,490,1770,1440,490,242,1600,1510,477,1750,992,1150,246,246,829,1220,195,463,1400,1530,1520,816,873
288,700,1320,592,1710,1430,477,238,1540,1450,475,1740,855,1110,246,234,762,1170,197,590,1260,1560,1510,805,843
287,650,1280,953,1650,1420,465,234,1520,1320,475,1670,754,1020,238,230,718,1120,199,607,1150,1710,1500,991,815
279,595,1230,1230,1600,1420,467,230,1490,1190,513,1630,671,973,224,230,875,1080,195,509,1080,1670,1490,1340,784
276,555,1150,1190,1580,1420,532,226,1490,1060,507,1600,621,939,217,240,955,1030,195,485,1000,1610,1480,1430,759
273,530,1060,1130,1580,1420,1560,222,1460,992,487,1610,587,904,215,255,900,968,195,526,938,1590,1470,1460,730
265,515,995,1110,1580,1420,1700,220,1380,1500,477,1700,556,872,215,243,834,922,195,695,890,1580,1480,1430,710
265,520,925,1100,1570,1420,1670,217,1320,1610,533,1670,522,880,215,244,796,882,195,1100,862,1560,1480,1420,684
265,510,860,1060,1540,1390,1740,214,1450,1510,671,1630,501,1060,215,246,766,834,195,1360,835,1560,1470,1410,660
265,595,815,980,1510,1380,1800,211,1620,1460,680,1610,488,1040,215,246,754,780,196,1320,850,1560,1450,1420,630
265,815,780,926,1450,1390,1760,208,1590,1450,651,1580,473,1000,215,246,1190,741,215,1120,917,1600,1440,1450,618
265,840,750,888,1350,1550,1720,205,1540,1430,622,1570,599,962,215,246,1390,714,223,1310,923,1610,1430,1440,608
258,835,720,846,1310,1550,1700,205,1520,1380,598,1560,1120,928,215,246,1350,686,213,1470,974,1610,1410,1430,583
255,800,685,796,1300,1520,1670,205,1510,1280,567,1560,1190,902,215,246,1320,656,207,1460,1090,1620,1380,1430,572
255,745,655,746,1330,1510,1670,205,1500,1150,538,1550,1060,897,215,266,1280,635,202,1480,1100,1650,1360,1430,560
245,700,645,712,1340,1480,1670,205,1480,1050,517,1540,915,873,215,255,1260,633,202,1380,1210,1630,1340,1420,545
245,670,650,695,1310,1510,1650,205,1430,972,500,1520,835,952,215,218,1200,599,237,1300,1420,1590,1320,1420,522
245,635,640,694,1280,1530,1630,205,1400,910,485,1480,778,992,215,201,1100,578,322,1160,1570,1580,1300,1470,499
245,605,630,693,1250,1510,1620,205,1340,883,470,1380,723,1040,215,197,1010,560,340,1050,1550,1560,1260,1730,477
245,580,600,674,1220,1580,1620,205,1260,846,445,1330,671,1200,214,189,942,540,287,935,1490,1560,1230,1680,456
250,560,680,650,1190,1610,1620,205,1200,802,431,1370,638,1230,204,185,856,522,253,854,1450,1550,1190,1610,449
437,545,545,627,1160,1580,1620,205,1140,787,424,1800,604,1220,200,185,809,519,250,786,1420,1530,1140,1570,444
775,525,530,604,1140,1590,1620,205,1070,770,413,1820,580,1160,200,185,804,527,250,730,1340,1510,1110,1620,439
630,525,515,591,1110,1720,1620,200,1010,746,393,1730,551,1080,200,185,800,537,244,688,1250,1470,1090,1620,434
525,550,505,630,1080,1690,1600,191,976,723,390,1710,527,1020,200,181,773,522,227,651,1180,1420,1090,1610,430
485,540,489,651,1060,1670,1580,185,963,931,390,1770,516,987,200,173,759,504,221,619,1140,1380,1080,1580,490
451,540,477,666,1050,1670,1550,183,949,1080,376,1890,499,958,200,172,751,499,219,599,1580,1400,1070,1560,701
445,540,477,666,1040,1660,1500,180,1200,1030,364,1840,479,1070,196,184,740,488,213,649,1610,1430,1070,1550,892
468,545,461,665,1070,1610,1500,177,1540,976,356,1780,460,1540,193,185,726,473,211,976,1580,1570,1050,1520,809
477,555,449,641,1550,1570,1500,174,1500,923,349,1730,443,1600,189,182,718,459,209,1030,1580,1600,1010,1490,740
555,575,432,613,1610,1560,1480,171,1400,895,342,1710,429,1580,185,214,701,448,208,975,1570,1570,983,1460,703
700,655,427,949,1600,1550,1450,168,1290,912,335,1680,416,1560,185,227,651,448,206,907,1560,1550,970,1450,664
700,730,410,1300,1590,1530,1420,174,1220,919,328,1660,407,1530,185,216,634,448,200,854,1540,1530,959,1440,646
645,760,402,1340,1660,1510,1460,185,1160,917,325,1630,405,1530,185,210,626,448,200,831,1520,1520,944,1430,632
