2017-05-01,3.05081595785617
2017-05-02,3.12705249098279
2017-05-03,3.04501945205671
2017-05-04,3.01670967650889
2017-05-05,2.95200434587818
2017-05-06,3.62297943465465
2017-05-07,3.84197316736081
2017-05-08,3.96423431249155
2017-05-09,4.08195240161369
2017-05-10,4.22093373474235
2017-05-11,4.51743113552627
2017-05-12,4.94531538441024
2017-05-13,5.76989500604976
2017-05-14,6.4317816368133
2017-05-15,6.99191143537954
2017-05-16,7.36311006940652
2017-05-17,7.46322057847292
2017-05-18,7.48645289761559
2017-05-19,7.15290360109395
2017-05-20,6.6473466259806
2017-05-21,6.08073715566297
2017-05-22,5.51690577963246
2017-05-23,4.98790481880748
2017-05-24,4.50674264680687
2017-05-25,4.0773801027151
2017-05-26,3.69979439680572
2017-05-27,3.37223481729669
2017-05-28,3.09204803860693
2017-05-29,2.85558115734499
2017-05-30,2.65847562094435
2017-05-31,2.49583841801605
2017-06-01,2.65937754755655
2017-06-02,2.56539849620208
2017-06-03,2.58722788679532
2017-06-04,2.48797538942146
2017-06-05,2.52680014868295
2017-06-06,2.43569428353813
2017-06-07,2.32465616551469
2017-06-08,2.22132675782573
2017-06-09,2.12929861794881
2017-06-10,2.04683827208353
2017-06-11,1.97228115224147
2017-06-12,1.90492783881657
2017-06-13,1.8442357781275
2017-06-14,1.79004712681376
2017-06-15,1.74172466399668
2017-06-16,1.69866426519852
2017-06-17,1.66002986636317
2017-06-18,1.62501767085421
2017-06-19,1.59290927333574
2017-06-20,1.56302608727299
2017-06-21,1.55489834881653
2017-06-22,1.53754800597802
2017-06-23,1.51409406641804
2017-06-24,1.49248785988939
2017-06-25,1.47089365396649
2017-06-26,1.44920823840803
2017-06-27,1.7699461772475
2017-06-28,2.31691406008373
2017-06-29,2.30218052453472
2017-06-30,2.1545407161522
2017-07-01,2.00278670528131
2017-07-02,1.87125276197598
2017-07-03,1.75712336611321
2017-07-04,1.65516806207325
2017-07-05,1.56222350618892
2017-07-06,1.47735141179225
2017-07-07,1.40046561080896
2017-07-08,1.33241720235318
2017-07-09,1.28396172384852
2017-07-10,1.23216855374214
2017-07-11,1.25750945678881
2017-07-12,1.23688457810061
2017-07-13,1.20047717846858
2017-07-14,1.16068731724218
2017-07-15,1.12228961701679
2017-07-16,1.08647712759159
2017-07-17,1.05328473342374
2017-07-18,1.02251410584881
2017-07-19,0.995261926880162
2017-07-20,0.969920031529977
2017-07-21,0.969564499521563
2017-07-22,0.968258439993218
2017-07-23,0.963045556519769
2017-07-24,0.955421360866296
2017-07-25,0.946086655005463
2017-07-26,0.934870394103912
2017-07-27,0.921303619131898
2017-07-28,0.904988345051007
2017-07-29,0.885859474996065
2017-07-30,0.864249874067477
2017-07-31,0.84084695580669
