19.7,13,15.2,27.2,28.6,10.7,25.4,31.2,20.1,29.2,34.8,13.5,78.5,17.3,67,33.5,36.4,64.5,8.4,6.45,8.65,10.7,19.3,17.8,17.8,17.8
19.1,12.7,15.2,24.8,27.9,10.7,72.3,43.5,18.9,27.8,31,12.6,64.5,48.9,62.5,31,57.5,61.5,7.85,6.15,8.15,10.1,17.6,36,36,36
18.5,14.4,17,23.2,27.9,10.3,131,40.8,24.7,25.7,28,13.9,55.5,44.5,59,28.7,48.5,57.5,7.8,7.45,8,10.2,26.9,27.4,27.4,27.4
17.3,20,14.6,21.6,28.6,9.6,87.1,37.2,33.3,24.4,25.2,13.2,53.5,32.6,59,26.6,38.3,47.2,7.3,9.75,8.1,11.7,65,23.1,23.1,23.1
16.8,20,15.8,20,36.2,9.25,78.3,55.5,24.7,23.7,31.9,13.2,51,29.6,52,26.8,30.7,39.6,6.8,7.45,8.3,12.3,51.5,20.3,20.3,20.3
16.8,20,14,18.2,78.5,8.6,65.6,57.4,21.4,21.9,27.1,11.7,41.7,35.7,46.1,22.4,25.4,33.7,6.75,7.2,8.9,12.3,38.1,17.9,17.9,17.9
64.5,21.6,12.8,16.4,50,8.05,57.4,44.4,19.5,23.1,23.5,11.3,43.4,32.7,41.5,18.9,23,28.6,6.45,23.8,9,13.4,29.9,16.9,16.9,16.9
91,21.6,11.7,14.6,36.2,8.05,50.9,39.9,17.1,23.1,21.9,10.3,47.9,27.7,38.7,17.1,21.6,25.1,6.5,31.4,8.1,20.1,25.7,18.5,18.5,18.5
67,22.4,11.1,13.7,38.7,8.05,47.2,36.3,14.9,21.9,27,9.4,38.9,26.7,39.6,15.6,20.1,22.4,6,22.6,7.45,15.4,22.6,16.3,16.3,16.3
97.5,22.5,10.8,13.3,35.4,7.75,50.9,38.1,15.4,21.2,29.4,9,35,68.5,38.7,18.4,18.5,28.7,7.55,17.3,7.1,14.7,20.3,14.8,14.8,14.8
73,20.8,10.5,13,30,7.5,42.6,40.8,22.7,20.6,24.7,8.55,29.8,55.5,41.7,21.5,17.2,38.8,12,14.2,6.8,12.6,18.9,13.2,13.2,13.2
66,16.5,10.5,12.6,27.2,7.25,38.1,42.6,18.3,56,22.2,8.1,26.4,44.1,40.6,17.4,15.4,37,10,12.2,6.4,11,16.5,12.1,12.1,12.1
46.1,15.8,10.2,11.9,30,7.5,39,37.2,16,59,20.8,7.3,26.6,36.4,35.2,14.6,13.9,43.3,8.45,11.1,6.35,10.3,15,11.2,11.2,11.2
36.9,14.4,9.9,11.9,30.7,7.5,37.2,38.1,14.3,44.5,19.3,7.3,25.8,31.5,31.4,12.7,13.2,34.7,7.4,10.2,6.2,12.7,13.7,10.3,10.3,10.3
30.4,12.7,9,11.9,106,7,47.2,46.2,12.8,38.4,18.3,8.1,23.3,30.4,28.3,11.7,13.2,29.3,6.4,9.15,6.2,14.5,12.7,9.6,18.91,10.66
27.6,12.3,8.75,11.6,68,6.55,64.5,37.2,11.9,36.8,17.6,8.95,21.9,29.8,27.7,10.9,12.2,24.6,5.95,8.3,6.85,45.1,12.2,9.05,17.83,11.16
30.4,11.3,8.5,10.9,51,6.15,53.6,35.4,10.9,32.8,16.5,10,20.3,49.6,25.6,10.2,11.7,21.9,5.35,7.85,9.5,36.7,11.4,8.6,16.32,12.41
26.2,10.9,7.95,10.5,40.4,6.15,45.3,37.2,13.8,31.3,16.4,10.5,18.8,87.5,23.4,10.1,12.1,21.7,5.1,7.35,9.05,27.1,10.4,8.05,15.01,10.83
27.6,10.9,8.2,10.5,33,5.8,37.2,33.7,20.1,30.6,14.8,9.55,17.7,96.5,25,9.7,11.4,19.4,5.3,7.9,7.2,50.5,9.6,7.7,14.14,9.95
55.5,28,9,13.3,29.3,5.8,34.6,32,25.5,27.1,13.8,9.65,16.9,95.5,22.2,9.1,10.2,18.4,4.46,12.6,6.9,56,9,7.2,13.32,9.37
44.2,26.4,11.1,11.6,25.8,5.95,30.4,30.4,30.1,25,13.1,9.4,15.5,75,22.7,8.3,9.7,16.8,4.14,9.85,9.15,46.3,8.65,6.8,12.53,9.19
35.3,18.6,9.6,10.5,23.2,5.8,27.5,26.8,21.4,21.9,12.4,9.1,14.1,62,21.7,8,11.3,15.4,3.9,8.5,17,41.3,8.4,6.55,11.96,8.41
32.8,15.1,8.75,10.2,21.3,5.2,27.5,23.4,17.1,19.3,11.7,11.4,13.7,52,18.9,7.2,11.4,14.2,3.63,7.8,17,33.9,9.85,6.6,11.3,8.05
86.5,13,8.2,9.9,19.5,4.79,26.1,20.8,14.3,18.2,11.4,10.7,12.8,47,17.2,6.95,9.7,13,3.4,7.15,11.8,41.4,10.2,6.1,10.69,7.66
76.5,23.2,7.7,9.6,18.3,4.79,24,24,12.8,16.6,10.4,10.5,12.8,41.9,16,6.7,8.45,12.1,3.4,6.7,9.7,46.7,12.4,5.95,10.48,7.39
64.5,35.8,7.7,9.3,21.9,4.79,20.8,17.9,11.4,15.5,9.35,50,12.1,37.9,15.1,6.4,7.8,11.5,3.36,7.3,8.45,37.7,14.2,5.95,10.34,6.77
52,28,22.9,8.75,25.1,4.39,24.7,16.3,10.5,14.5,8.95,35.5,11.2,35.4,14.5,6.15,7.4,10.8,3.21,8.1,7.6,30.7,10.8,5.6,9.77,6.56
40.4,21.6,12.4,8.75,16.6,3.85,28.9,14.4,10.1,13.4,8.55,32.3,10.5,32.3,14.1,6.05,7.2,11.5,3,7.1,7,28.1,10.7,5.4,9.06,6.25
61,26.4,10.2,8.75,16.6,3.67,23.4,12.6,9.27,14.5,8.15,24.4,9.85,29.2,14.2,6,10.6,12.3,3.08,6.45,6.4,23.6,10,5.2,8.54,7.47
48,40.9,9,8.5,101,3.85,20.8,11.7,9.67,12.6,7.75,18.9,9.55,28.1,13.3,6.2,15.6,14,2.85,5.95,6.35,38.4,8.65,4.98,8.14,7.29
37.7,29.5,8.5,8.5,75.5,3.51,19.6,12.6,10.1,13.9,7.2,16.1,9.25,24.7,12.5,8.6,11.5,31.2,2.42,5.5,8.75,75,7.8,4.69,7.72,6.09
31.2,24,7.95,9.3,48.2,3.35,17.4,11.7,9.67,13.9,7.05,14.1,8.95,23.6,11.5,13.4,9.8,19.1,2.13,5.3,7.9,96,7.3,4.46,7.39,5.76
26.2,21.6,7.7,8.75,39.6,3.19,16.3,10.6,8.5,12.1,6.8,12.4,8.75,24.3,12,11.6,9.65,15.3,2.23,4.87,6.95,60.5,6.85,4.4,7.1,5.47
23.4,18.6,9.3,8.2,33.8,3.19,17.4,10.2,8.11,11.3,6.35,11.3,7.95,20.9,24.4,10.8,14.8,13.2,4.13,4.85,6.45,45.8,6.5,4.38,6.88,6.79
19.7,15.1,14,7.95,28.6,4.39,17.4,9.5,7.37,10.5,6.2,10.4,8.25,19.3,17.8,8.95,20.4,12.1,2.67,6.75,6.25,36.5,6.35,4.15,6.5,21.72
17.3,13,7.95,7.7,28.6,6.55,16.3,8.83,7,10,6.05,9.7,7.55,17.8,18.1,7.65,17.2,11,2.32,5.85,5.7,34.4,6.2,4,6.27,40.8
16.8,12.3,11.7,7.2,25.8,9.6,15.3,8.83,6.3,10,5.85,13.4,7.5,16.7,23.3,6.85,13,10.1,2.71,5.25,5.3,41.7,6.7,3.93,5.99,21
14.8,11.6,14,7.7,24.5,9.25,17.4,8.83,5.97,10,5.6,10.7,8.9,15.6,18.4,6.5,10.9,9.5,2.12,4.7,5,52.5,6.5,3.76,5.73,15.23
13.3,10.9,11.7,7.2,21.3,8.05,16.3,8.83,5.64,10,5.45,9,10.2,14.7,15.9,6.15,9.75,9.4,1.96,4.2,4.64,61,5.95,3.71,5.52,12.49
32,10.2,10.5,7.2,18.9,7.25,15.3,8.19,5.64,10.9,5.9,9.9,8.1,13.6,14.5,5.85,9.55,9.05,1.93,4.09,4.4,51.5,5.65,8.05,5.28,11.09
19.7,21.5,9.3,9.6,17.2,11.4,13.9,7.89,5.31,10.5,5.5,11.6,10.2,12.7,13.2,5.55,11.4,9.2,1.87,4.56,4.31,48.3,5.3,15.1,5.12,9.94
13.8,13,8.75,9.3,16.1,12.7,13.4,7.6,5,10,11.5,9.7,15,12.2,12.3,5.2,9.9,10.6,2.17,4.39,4.11,43.2,5.05,7.6,9.33,9.1
11.5,10.9,8.2,17.6,17.2,14,14.8,7.05,5,9.2,20.3,9.35,10.6,11.7,11.6,4.9,8.65,13,1.99,4.08,4.07,46,5.05,6.1,9.98,8.52
10.3,10.9,7.7,17.6,18.3,9.95,38.1,7.05,4.72,8.86,11.5,8.45,8.95,10.8,10.7,4.67,7.85,10.7,1.74,3.73,3.8,34.3,9.95,5.35,8.35,7.86
10.3,10.2,7.2,11.3,15.5,7.75,24,6.79,4.46,8.51,8.95,7.6,7.9,9.75,10.3,4.5,7.3,22.2,1.86,4.87,3.53,30.1,6.75,4.89,9.5,7.34
9.85,9.5,7,9.9,14,8.6,19.1,6.79,4.46,7.82,7.5,7.05,6.95,9.45,9.45,4.44,8.5,32.2,2.05,3.88,3.53,26.7,8.75,4.52,7.04,7.2
9,8.9,6.25,8.75,13.5,9.25,16.3,6.79,3.96,7.48,7.1,6.45,6.25,8.9,9,4.22,8.95,28,2,3.59,3.46,23.2,10.7,4.3,7.19,6.8
8.2,8.9,6.25,8.5,19.5,9.95,17.4,8.5,3.96,7.13,8.5,6.35,5.65,8.2,8.85,4.22,8.15,27.6,2.07,3.51,3.09,26.9,7.15,4.01,6.91,6.24
9.45,8.3,5.7,8.2,18.3,9.25,25.4,13.4,3.96,6.79,7.45,5.65,5.45,8.05,10.2,4.05,7.35,20.3,2.03,3.24,2.95,29.2,6.05,3.87,6.54,8.18
17.3,8,5.7,7.7,16.1,11.4,17.9,9.16,3.74,6.44,6.55,5.35,5.3,8.55,8.75,4.19,7.15,20.6,1.96,3.42,2.95,28.3,8.1,3.71,6.12,13.58
16.8,7.7,5.2,7.2,14.5,9.6,15.3,8.19,3.52,6.44,6.05,5.25,7.35,8.25,7.95,4.88,34.5,16.7,1.92,3.44,2.77,33.7,6.55,3.53,5.55,11.29
16.3,7.4,5.2,7.2,13.1,12.2,13.9,7.89,3.52,11.3,5.45,5.15,7.95,7.85,7.55,4.47,40.8,14.6,1.88,2.95,2.76,31.8,5.7,3.42,5.21,48.59
15.3,6.8,4.84,6.75,11.8,9.6,13.4,7.32,3.52,20,7.6,5.1,6.55,7.3,7.25,4.16,22.4,13,1.84,2.76,2.76,30.8,5.2,3.29,4.91,35.17
13.8,6.8,4.84,6.25,11.4,7.75,13,7.05,3.32,14.5,9.7,5,6.15,6.7,6.85,3.86,16,11.7,1.84,2.59,2.62,29.4,6.7,3.23,4.76,22.48
13.3,6.5,4.84,5.7,11,6.75,11.7,6.79,3.14,11.3,7.3,4.29,5.9,6.5,6.5,3.81,13.2,10.8,1.98,2.38,3.01,28.1,12.4,3.13,7.01,17.83
12.3,6.5,4.84,5.2,10.7,6.15,10.6,6.54,3.14,9.62,6.35,3.77,5.65,6.3,6.5,3.55,11.6,10.1,2,2.24,2.67,26.8,7.75,3.06,7.21,15.5
11.9,6.05,4.84,4.84,9.95,5.45,10.2,6.3,4.72,8.86,5.65,3.86,5.4,6.1,6.05,3.38,10.2,9.15,2,2.19,2.57,25.4,6.25,3,5.4,13.69
11.1,6.05,4.84,6.75,9.95,4.79,10.2,6.07,4.2,8.17,5.65,3.97,5.1,5.95,5.65,3.13,9.25,8.5,2,2.15,2.42,24.1,5.6,2.95,4.92,12.25
10.3,5.6,6,6.25,9.25,4.02,10.2,5.85,3.74,7.82,5.2,3.92,4.86,5.75,5.8,3.16,8.25,8.05,2,1.93,2.38,22.9,5.2,2.9,4.61,12.07
9.45,5.6,9.9,5.2,9.25,3.35,9.16,5.64,3.52,7.13,5.1,3.84,4.6,5.55,5.55,3.02,7.55,7.7,2,1.82,2.34,21.7,4.8,2.81,4.21,12.13
8.6,6.05,38.6,5.2,8.6,3.04,8.19,5.64,3.32,6.79,5,3.77,4.5,5.4,5.3,2.83,9.3,7.15,2,1.7,2.21,20.6,4.62,2.76,3.95,10.69
8.2,6.5,16.4,5.2,8.35,3.67,8.5,5.44,3.14,6.44,7.45,3.65,4.47,5.25,5.3,2.63,52,6.45,2,1.7,2.19,19.4,5.35,2.77,3.85,9.52
7.55,8.3,11.1,5,8.35,10.7,8.19,5.25,3.14,6.1,11.3,3.45,4.22,5.05,5.1,2.7,32.9,5.55,2.14,1.68,2.13,18.2,10.1,2.75,3.67,8.77
7.55,10.6,9.6,4.84,8.05,8.95,7.6,5.25,2.96,6.1,11.2,3.6,4.22,4.89,4.88,2.71,21.2,5.1,2.02,1.55,2.02,17.1,5.75,2.69,3.52,8.06
7.25,8.9,8.75,4.48,8.05,7,7.6,5.07,2.96,5.75,7.35,3.62,4.22,4.73,4.67,2.65,16.4,4.74,2.02,1.55,2,16.1,4.98,2.69,3.45,7.61
6.9,7.4,32,4.12,7.5,5.95,7.32,4.91,2.96,5.75,6.3,3.87,4.06,4.57,4.39,2.53,13.7,4.46,2.02,1.49,2,15.1,4.56,2.61,3.34,7.53
6.9,6.5,25.6,4.12,7.5,5.45,7.05,4.75,2.8,5.24,11.4,3.82,3.83,4.31,4.16,2.52,13,4.21,2.02,1.42,2,14.1,4.42,2.55,3.17,7.43
6.6,6.5,20,3.76,7.5,4.99,6.79,5.07,2.8,5.24,28.5,3.49,3.69,4.12,4.14,2.5,18.3,4.18,2.02,1.4,2.76,13.1,4.17,4.2,3.12,7.18
6.3,11.6,45.2,3.4,7,4.39,7.05,4.91,2.8,4.99,16.7,3.41,3.55,4.08,3.88,2.47,13.5,4.27,2.11,1.4,2.77,12.1,4.11,3.53,3.03,6.74
5.65,8.9,43,3.24,8.6,3.67,7.05,4.75,2.62,4.73,11.7,3.21,3.23,4.03,3.88,2.45,11.4,4.16,2.02,1.4,2.43,11.2,4.06,3.74,2.79,6.34
5.65,6.5,29.5,3.08,9.25,3.35,6.79,4.91,2.44,4.73,10,3.16,3.07,3.98,3.88,2.45,10.1,3.99,1.84,1.4,2.31,10.3,3.77,3.41,2.67,6
5.65,6.3,20,2.76,9.25,3.19,7.89,4.91,2.44,4.48,9.2,3.09,2.89,3.94,3.88,2.44,9.25,3.89,1.82,1.29,2.19,9.5,3.63,2.92,2.62,5.74
5.65,6.05,15.8,2.76,8.6,3.04,24.7,5.07,2.44,4.22,8.15,2.91,2.9,3.83,3.88,2.43,8.5,3.59,1.82,1.38,2.11,8.65,3.48,3.22,2.6,5.34
5.3,5.2,13.6,2.45,8.6,2.9,39,5.25,2.44,4.22,7.45,4.07,2.99,3.6,3.88,2.41,8,3.44,1.82,1.96,2.11,7.8,3.34,8.8,2.64,4.99
5.3,5.2,12,3.24,8.6,2.62,35.4,4.91,2.27,4.22,7.1,40.4,2.93,3.6,3.88,2.41,7.4,3.36,1.79,1.79,35.8,7.45,3.24,6.1,2.75,5.29
5.3,4.74,11.1,3.58,7,2.49,33.7,5.07,2.11,3.97,6.75,15.7,2.85,3.99,3.83,2.41,6.75,3.28,1.64,1.6,12.9,7.2,3.15,6.25,3.39,6.13
5.3,4.3,10.5,2.76,5.2,2.62,20.8,5.07,2.11,3.71,6.4,9.4,2.83,3.94,3.78,2.41,6.25,3.4,1.7,2.51,7.25,6.9,3.04,5.5,2.74,6.26
5.3,4.3,9.9,2.45,5.2,2.76,15.3,4.6,2.27,3.71,6.05,22.1,2.72,3.58,3.72,2.41,5.95,3.43,1.79,1.86,5.45,6.65,2.98,4.45,2.58,5.68
5.3,4.3,9.3,2.3,5.6,2.76,13,4.43,2.27,3.97,5.6,14.7,2.79,3.5,3.66,2.41,5.55,4.03,1.82,1.7,4.39,6.4,2.85,3.76,2.41,4.61
5,4.3,8.75,2.45,5.45,2.62,13,4.26,2.11,3.97,5.05,10.7,2.72,3.42,3.61,2.41,5.1,3.58,1.82,1.5,3.79,6.15,2.82,3.4,2.54,4.78
5,4.3,7.95,2.03,5.2,2.62,11.7,3.81,2.27,3.97,4.7,8.85,2.55,3.35,5.85,2.41,4.88,3.55,1.82,1.4,3.44,6.05,2.74,3.15,4.67,4.88
5,3.94,7.7,2.03,4.39,2.62,10.9,4.26,2.27,3.71,4.51,8,2.42,3.28,6.3,2.41,5,3.3,1.76,1.4,2.98,5.8,2.7,2.99,7.74,5.34
5.3,3.94,7.45,2.03,4.39,2.62,10.9,7.32,2.27,3.71,4.47,6.85,2.5,3.21,5.75,2.41,5.15,3.07,1.45,1.31,3.12,5.45,2.64,2.94,8.48,5.02
5.3,3.76,7.2,1.9,4.02,3.04,10.2,6.79,2.27,3.71,5.5,6.15,2.49,3.15,4.75,2.41,5.9,2.9,1.4,1.25,3.47,5.1,2.47,2.92,5.76,5.08
3.46,3.76,6.75,1.9,5.6,3.19,9.5,5.44,2.27,3.71,5.1,5.65,2.58,3.33,4.43,2.41,4.96,2.69,1.4,1.25,3.02,5.65,2.4,2.78,4.57,4.51
2.44,3.76,6.5,1.9,5.6,2.76,8.83,4.75,2.11,3.71,4.5,5.15,2.63,3.36,4.14,2.41,4.05,2.68,1.4,1.25,2.77,5.2,2.37,2.78,4.17,8.86
2.66,3.76,6.25,1.9,5.2,2.62,8.19,4.6,2.11,3.71,4.17,4.91,2.55,3.36,3.68,4.33,3.51,2.68,1.4,1.25,2.73,4.74,2.29,4.4,4.05,6.65
2.66,3.76,6,1.9,4.39,2.62,8.19,4.43,2.11,3.71,3.64,4.69,2.45,3.36,3.59,2.98,3.09,2.68,1.4,1.25,2.99,4.59,2.19,3.56,3.79,5.32
2.44,5.6,5.45,1.9,4.02,2.62,7.6,4.11,1.95,3.46,3.51,4.55,2.34,3.31,3.49,2.46,2.74,2.68,1.4,1.25,2.74,4.4,2.18,3.64,3.55,4.64
2.33,6.8,5.7,1.9,3.84,2.62,7.89,4.11,1.8,3.46,3.39,4.28,2.3,3.13,3.36,2.45,2.5,2.59,1.4,1.49,2.38,4.2,4.2,3.38,3.33,4.53
2.44,4.74,5.7,1.9,4.78,3.35,8.19,3.96,2.27,3.71,3.27,4.21,2.2,2.72,3.24,2.44,2.33,2.28,1.4,1.46,2.19,4.12,3.29,3.18,3.13,4.26
2.33,3.94,6.5,1.9,4.02,3.35,8.19,3.96,2.8,3.71,3.15,4.14,2.21,2.33,3.11,2.42,2.26,2.4,1.4,1.31,2.12,4.03,2.49,3.13,2.93,4.02
2.22,3.94,5.7,1.9,3.66,2.62,15.8,3.81,2.62,3.71,3.03,4.06,2.2,2.22,2.98,2.42,2.25,2.28,1.39,1.23,2,3.58,2.29,3.24,2.78,3.79
2.11,3.94,5.7,1.9,3.5,2.62,12.6,3.67,2.44,3.71,2.91,3.77,2.21,2.11,2.87,2.47,2.14,2.18,1.35,1.17,1.97,3.53,2.15,3.09,2.74,3.63
